Age,Annual_Income,Employment_Type,Education,Loan_Amount,Credit_Score,Purpose_Description,Default
63,35730.0,Self-Employed,Graduate,115034,541.0,starting a small business selling handmade crafts,0
34,29934.0,Self-Employed,Graduate,332714,380.0,I need this loan to renovate my home and fix the roof,0
29,110345.0,Business,Not Graduate,149857,693.0,emergency funds needed for unexpected medical procedure,0
62,98720.0,Salaried,Graduate,317170,537.0,emergency funds needed for unexpected medical procedure,0
48,79192.0,Business,Graduate,329568,319.0,starting a small business selling handmade crafts,1
33,47621.0,Salaried,Not Graduate,470236,456.0,emergency funds needed for unexpected medical procedure,0
48,26996.0,Salaried,Graduate,188323,783.0,debt consolidation to reduce monthly payments,0
43,91843.0,Salaried,Not Graduate,480823,365.0,I need this loan to renovate my home and fix the roof,0
60,46146.0,Salaried,Graduate,203354,523.0,want to pay off medical bills after a family emergency,0
32,94676.0,Salaried,Not Graduate,341938,,looking to consolidate credit card debt into one payment,1
64,107808.0,Salaried,Graduate,332501,346.0,home renovation and repair work needed urgently,1
62,129673.0,Self-Employed,Graduate,409818,391.0,traveling abroad for higher education,1
28,81687.0,Salaried,Graduate,237209,817.0,purchasing new machinery for my shop,0
28,15640.0,Salaried,Graduate,397250,624.0,starting a small business selling handmade crafts,0
44,52890.0,Salaried,Graduate,180891,415.0,funding for my daughter wedding expenses,0
22,130204.0,Salaried,Not Graduate,248195,393.0,funding for my daughter wedding expenses,0
34,86988.0,Salaried,Not Graduate,252338,534.0,I need this loan to renovate my home and fix the roof,0
40,98581.0,Salaried,Graduate,353706,697.0,buying a new car for daily commute,0
63,76806.0,Salaried,Not Graduate,311081,701.0,starting a small business selling handmade crafts,0
64,36970.0,Self-Employed,Not Graduate,43738,407.0,want to pay off medical bills after a family emergency,0
27,136055.0,Business,Not Graduate,405487,699.0,debt consolidation to reduce monthly payments,0
60,119346.0,Salaried,Not Graduate,380220,792.0,debt consolidation to reduce monthly payments,0
25,149349.0,Self-Employed,Not Graduate,56753,424.0,looking to consolidate credit card debt into one payment,0
53,130491.0,Business,Graduate,481107,314.0,traveling abroad for higher education,0
58,54302.0,Business,Not Graduate,332056,827.0,planning to expand my small business and buy new equipment,0
60,49325.0,Self-Employed,Not Graduate,47062,587.0,traveling abroad for higher education,0
30,48544.0,Business,Graduate,248241,727.0,debt consolidation to reduce monthly payments,0
60,139037.0,Business,Graduate,418877,476.0,want to pay off medical bills after a family emergency,0
26,90186.0,Self-Employed,Graduate,143515,464.0,emergency funds needed for unexpected medical procedure,0
43,,Salaried,Not Graduate,466825,423.0,looking to consolidate credit card debt into one payment,1
41,145715.0,Salaried,Graduate,212110,419.0,debt consolidation to reduce monthly payments,1
34,96462.0,Salaried,Not Graduate,116963,559.0,planning to expand my small business and buy new equipment,0
21,137773.0,Salaried,Not Graduate,181443,358.0,want to pay off medical bills after a family emergency,1
54,147927.0,Salaried,Not Graduate,264781,763.0,looking to consolidate credit card debt into one payment,0
35,25725.0,Salaried,Graduate,345624,581.0,want to pay off medical bills after a family emergency,1
50,63807.0,Self-Employed,Not Graduate,464289,,looking to consolidate credit card debt into one payment,0
39,114108.0,Self-Employed,Not Graduate,101473,576.0,emergency funds needed for unexpected medical procedure,0
37,124776.0,Business,Graduate,480311,466.0,emergency funds needed for unexpected medical procedure,0
59,35045.0,Salaried,Not Graduate,266211,583.0,starting a small business selling handmade crafts,0
25,57983.0,Salaried,Graduate,68301,384.0,want to pay off medical bills after a family emergency,1
53,89003.0,Self-Employed,Graduate,463601,753.0,want to pay off medical bills after a family emergency,1
53,122893.0,Business,Graduate,177757,696.0,purchasing new machinery for my shop,0
37,30250.0,Business,Graduate,312189,380.0,looking to consolidate credit card debt into one payment,0
32,96099.0,Business,Graduate,350581,620.0,planning to expand my small business and buy new equipment,0
21,55019.0,Business,Graduate,11636,595.0,buying a new car for daily commute,0
62,44208.0,Salaried,Graduate,114671,410.0,I need this loan to renovate my home and fix the roof,0
62,84578.0,Salaried,Graduate,344795,367.0,funding for my daughter wedding expenses,1
31,70893.0,Salaried,Graduate,165761,718.0,traveling abroad for higher education,0
22,100821.0,Self-Employed,Graduate,9619,445.0,looking to consolidate credit card debt into one payment,0
26,57880.0,Business,Not Graduate,16529,585.0,home renovation and repair work needed urgently,0
23,126142.0,Salaried,Not Graduate,414090,436.0,buying a new car for daily commute,0
57,25544.0,Self-Employed,Graduate,80993,659.0,funding for my daughter wedding expenses,0
60,131353.0,Salaried,Not Graduate,54710,326.0,emergency funds needed for unexpected medical procedure,1
27,19027.0,Salaried,Graduate,283353,497.0,emergency funds needed for unexpected medical procedure,1
53,114345.0,Salaried,Not Graduate,63873,600.0,looking to consolidate credit card debt into one payment,0
28,61774.0,Salaried,Graduate,328279,541.0,want to pay off medical bills after a family emergency,1
37,66750.0,Business,Not Graduate,274327,636.0,purchasing new machinery for my shop,1
47,17569.0,Salaried,Not Graduate,326211,399.0,want to pay off medical bills after a family emergency,0
52,109783.0,Business,Not Graduate,248344,542.0,purchasing new machinery for my shop,0
59,37340.0,Self-Employed,Graduate,390288,716.0,buying a new car for daily commute,0
22,103986.0,Salaried,Graduate,324153,483.0,purchasing new machinery for my shop,0
29,112899.0,Salaried,Graduate,210564,386.0,funding for my daughter wedding expenses,0
33,129107.0,Business,Not Graduate,12612,766.0,starting a small business selling handmade crafts,0
34,110592.0,Salaried,Not Graduate,140377,728.0,emergency funds needed for unexpected medical procedure,0
64,55702.0,Business,Not Graduate,70058,674.0,funding for my daughter wedding expenses,0
55,114708.0,Salaried,Graduate,12712,738.0,want to pay off medical bills after a family emergency,0
35,126503.0,Self-Employed,Graduate,140219,728.0,starting a small business selling handmade crafts,0
63,57815.0,Business,Graduate,107281,710.0,emergency funds needed for unexpected medical procedure,0
42,31763.0,Salaried,Graduate,42986,580.0,looking to consolidate credit card debt into one payment,0
43,135152.0,Salaried,Graduate,159631,310.0,debt consolidation to reduce monthly payments,0
40,34971.0,Business,Graduate,255749,628.0,emergency funds needed for unexpected medical procedure,0
27,95167.0,Salaried,Not Graduate,93212,450.0,planning to expand my small business and buy new equipment,1
62,46897.0,Salaried,Graduate,140190,725.0,purchasing new machinery for my shop,0
21,32013.0,Salaried,Graduate,14971,557.0,I need this loan to renovate my home and fix the roof,0
28,119816.0,Salaried,Graduate,29950,797.0,emergency funds needed for unexpected medical procedure,0
31,34402.0,Self-Employed,Not Graduate,82936,627.0,buying a new car for daily commute,0
33,105480.0,Self-Employed,Not Graduate,229197,602.0,emergency funds needed for unexpected medical procedure,1
26,108567.0,Salaried,Graduate,334719,805.0,debt consolidation to reduce monthly payments,0
21,23130.0,Business,Graduate,395227,561.0,home renovation and repair work needed urgently,0
50,38347.0,Salaried,Graduate,316644,506.0,emergency funds needed for unexpected medical procedure,1
63,122239.0,Salaried,Graduate,310340,504.0,traveling abroad for higher education,0
26,83484.0,Self-Employed,Graduate,468163,781.0,home renovation and repair work needed urgently,0
34,31382.0,Business,Graduate,131542,715.0,debt consolidation to reduce monthly payments,0
43,148889.0,Salaried,Not Graduate,400093,389.0,funding for my daughter wedding expenses,1
61,50773.0,Salaried,Graduate,468751,570.0,want to pay off medical bills after a family emergency,1
51,15541.0,Salaried,Not Graduate,286039,504.0,want to pay off medical bills after a family emergency,1
54,139762.0,Business,Graduate,421074,655.0,emergency funds needed for unexpected medical procedure,0
46,17238.0,Salaried,Not Graduate,73090,328.0,starting a small business selling handmade crafts,0
39,89703.0,Salaried,Not Graduate,439997,692.0,I need this loan to renovate my home and fix the roof,0
29,149066.0,Self-Employed,Not Graduate,284215,708.0,want to pay off medical bills after a family emergency,0
59,93004.0,Salaried,Graduate,114659,424.0,purchasing new machinery for my shop,0
56,93926.0,Salaried,Graduate,35489,382.0,home renovation and repair work needed urgently,0
22,,Salaried,Not Graduate,361364,645.0,debt consolidation to reduce monthly payments,0
52,32132.0,Salaried,Not Graduate,218288,441.0,want to pay off medical bills after a family emergency,1
24,,Salaried,Graduate,158451,817.0,I need this loan to renovate my home and fix the roof,0
53,136135.0,Business,Graduate,198178,726.0,looking to consolidate credit card debt into one payment,0
57,27298.0,Self-Employed,Graduate,495551,825.0,traveling abroad for higher education,0
26,133851.0,Self-Employed,Not Graduate,216767,594.0,starting a small business selling handmade crafts,0
40,71031.0,Business,Not Graduate,43994,816.0,debt consolidation to reduce monthly payments,0
26,87387.0,Salaried,Graduate,143513,307.0,buying a new car for daily commute,0
45,37329.0,Salaried,Graduate,76955,459.0,buying a new car for daily commute,1
61,98941.0,Business,Graduate,344486,301.0,emergency funds needed for unexpected medical procedure,0
24,39617.0,Salaried,Graduate,401197,672.0,purchasing new machinery for my shop,0
38,51880.0,Self-Employed,Graduate,421267,580.0,buying a new car for daily commute,0
63,112417.0,Self-Employed,Not Graduate,318276,458.0,emergency funds needed for unexpected medical procedure,0
34,21820.0,Salaried,Graduate,385415,467.0,purchasing new machinery for my shop,1
26,75369.0,Salaried,Graduate,211558,654.0,funding for my daughter wedding expenses,0
42,95266.0,Salaried,Graduate,315737,399.0,traveling abroad for higher education,0
43,32823.0,Salaried,Graduate,57952,583.0,starting a small business selling handmade crafts,0
50,54791.0,Salaried,Graduate,271480,637.0,traveling abroad for higher education,0
34,61372.0,Salaried,Graduate,280946,431.0,buying a new car for daily commute,1
63,104588.0,Self-Employed,Graduate,20386,425.0,emergency funds needed for unexpected medical procedure,0
43,146855.0,Business,Not Graduate,276412,494.0,looking to consolidate credit card debt into one payment,0
33,127893.0,Business,Graduate,362852,625.0,emergency funds needed for unexpected medical procedure,0
63,40618.0,Salaried,Graduate,186957,439.0,looking to consolidate credit card debt into one payment,0
61,17451.0,Salaried,Graduate,274766,508.0,emergency funds needed for unexpected medical procedure,0
42,22008.0,Salaried,Not Graduate,146606,598.0,debt consolidation to reduce monthly payments,0
22,95421.0,Salaried,Graduate,139016,402.0,buying a new car for daily commute,0
47,36095.0,Business,Not Graduate,69099,612.0,buying a new car for daily commute,0
45,,Salaried,Not Graduate,167281,375.0,looking to consolidate credit card debt into one payment,0
27,129397.0,Salaried,Not Graduate,402581,378.0,home renovation and repair work needed urgently,0
48,132974.0,Business,Graduate,468125,430.0,emergency funds needed for unexpected medical procedure,1
57,128269.0,Salaried,Not Graduate,319634,457.0,starting a small business selling handmade crafts,0
25,49244.0,Salaried,Graduate,314059,316.0,I need this loan to renovate my home and fix the roof,1
52,98657.0,Salaried,Graduate,308841,828.0,planning to expand my small business and buy new equipment,0
27,97453.0,Self-Employed,Graduate,240576,469.0,I need this loan to renovate my home and fix the roof,0
53,40008.0,Self-Employed,Graduate,214402,742.0,traveling abroad for higher education,0
39,89728.0,Salaried,Graduate,312356,796.0,traveling abroad for higher education,1
21,85909.0,Business,Graduate,393278,740.0,I need this loan to renovate my home and fix the roof,0
63,68482.0,Business,Graduate,209802,757.0,I need this loan to renovate my home and fix the roof,0
28,116474.0,Business,Graduate,285116,355.0,debt consolidation to reduce monthly payments,0
47,106478.0,Salaried,Graduate,237740,504.0,starting a small business selling handmade crafts,1
28,86908.0,Salaried,Not Graduate,146329,710.0,looking to consolidate credit card debt into one payment,0
62,112978.0,Business,Graduate,148703,616.0,emergency funds needed for unexpected medical procedure,0
53,118019.0,Salaried,Graduate,43991,303.0,want to pay off medical bills after a family emergency,0
56,91536.0,Self-Employed,Graduate,222727,612.0,want to pay off medical bills after a family emergency,0
40,51136.0,Self-Employed,Graduate,357665,742.0,funding for my daughter wedding expenses,0
41,117387.0,Salaried,Graduate,344368,755.0,traveling abroad for higher education,0
48,111877.0,Self-Employed,Graduate,492905,511.0,debt consolidation to reduce monthly payments,0
55,147761.0,Business,Graduate,24771,429.0,want to pay off medical bills after a family emergency,0
58,35220.0,Self-Employed,Graduate,381525,470.0,starting a small business selling handmade crafts,1
21,71601.0,Salaried,Graduate,398538,463.0,traveling abroad for higher education,0
50,139770.0,Business,Graduate,221035,490.0,purchasing new machinery for my shop,0
25,84468.0,Salaried,Graduate,145074,465.0,debt consolidation to reduce monthly payments,1
33,142254.0,Self-Employed,Graduate,181765,551.0,planning to expand my small business and buy new equipment,0
57,16683.0,Business,Graduate,342867,322.0,want to pay off medical bills after a family emergency,0
32,19747.0,Self-Employed,Graduate,431772,451.0,want to pay off medical bills after a family emergency,1
56,122463.0,Salaried,Graduate,323149,473.0,planning to expand my small business and buy new equipment,0
41,63388.0,Salaried,Graduate,259522,384.0,want to pay off medical bills after a family emergency,1
31,85231.0,Salaried,Graduate,328050,782.0,looking to consolidate credit card debt into one payment,0
35,72781.0,Salaried,Graduate,39945,671.0,starting a small business selling handmade crafts,0
44,70074.0,Salaried,Not Graduate,306023,801.0,funding for my daughter wedding expenses,0
54,141829.0,Self-Employed,Graduate,25859,608.0,buying a new car for daily commute,0
47,27699.0,Salaried,Graduate,479755,360.0,want to pay off medical bills after a family emergency,0
62,119249.0,Self-Employed,Graduate,445157,797.0,planning to expand my small business and buy new equipment,0
59,135103.0,Business,Not Graduate,256630,551.0,purchasing new machinery for my shop,0
54,103750.0,Salaried,Graduate,190170,676.0,emergency funds needed for unexpected medical procedure,0
47,68325.0,Self-Employed,Graduate,367497,509.0,want to pay off medical bills after a family emergency,0
33,36601.0,Self-Employed,Not Graduate,320603,571.0,debt consolidation to reduce monthly payments,1
39,107148.0,Salaried,Graduate,354197,569.0,debt consolidation to reduce monthly payments,0
26,78287.0,Salaried,Not Graduate,260213,456.0,purchasing new machinery for my shop,0
37,35165.0,Self-Employed,Graduate,121952,605.0,planning to expand my small business and buy new equipment,1
61,63552.0,Business,Graduate,41259,703.0,emergency funds needed for unexpected medical procedure,0
39,144809.0,Self-Employed,Graduate,145236,311.0,purchasing new machinery for my shop,0
26,,Business,Graduate,266854,372.0,debt consolidation to reduce monthly payments,0
49,39089.0,Business,Not Graduate,214888,763.0,want to pay off medical bills after a family emergency,1
63,107066.0,Salaried,Graduate,255651,613.0,traveling abroad for higher education,0
59,41938.0,Self-Employed,Not Graduate,142460,835.0,buying a new car for daily commute,0
33,139187.0,Salaried,Graduate,469245,632.0,buying a new car for daily commute,0
40,130962.0,Business,Graduate,186537,659.0,starting a small business selling handmade crafts,0
44,147776.0,Salaried,Not Graduate,423847,794.0,debt consolidation to reduce monthly payments,0
31,138198.0,Salaried,Graduate,198525,663.0,planning to expand my small business and buy new equipment,0
32,47908.0,Business,Not Graduate,224575,481.0,starting a small business selling handmade crafts,0
31,43639.0,Salaried,Graduate,303912,590.0,debt consolidation to reduce monthly payments,0
64,61256.0,Self-Employed,Not Graduate,135250,429.0,starting a small business selling handmade crafts,0
53,78423.0,Salaried,Graduate,113845,483.0,looking to consolidate credit card debt into one payment,0
57,133799.0,Business,Graduate,192699,674.0,I need this loan to renovate my home and fix the roof,0
56,114021.0,Business,Not Graduate,403124,381.0,starting a small business selling handmade crafts,0
63,101998.0,Salaried,Graduate,76577,669.0,home renovation and repair work needed urgently,0
25,133579.0,Self-Employed,Graduate,221580,621.0,starting a small business selling handmade crafts,0
59,102194.0,Salaried,Graduate,337697,469.0,purchasing new machinery for my shop,1
23,66172.0,Self-Employed,Not Graduate,354590,324.0,emergency funds needed for unexpected medical procedure,1
41,70755.0,Self-Employed,Graduate,220031,687.0,starting a small business selling handmade crafts,0
47,84797.0,Business,Not Graduate,45314,753.0,I need this loan to renovate my home and fix the roof,0
36,26984.0,Salaried,Not Graduate,12873,701.0,starting a small business selling handmade crafts,0
27,115131.0,Salaried,Graduate,237632,531.0,want to pay off medical bills after a family emergency,0
29,103124.0,Self-Employed,Graduate,405972,659.0,home renovation and repair work needed urgently,0
57,113703.0,Self-Employed,Not Graduate,18968,528.0,planning to expand my small business and buy new equipment,0
35,87082.0,Salaried,Graduate,444301,497.0,traveling abroad for higher education,0
34,120699.0,Salaried,Graduate,339575,479.0,looking to consolidate credit card debt into one payment,1
61,143216.0,Salaried,Not Graduate,8987,415.0,buying a new car for daily commute,0
27,91941.0,Business,Graduate,175136,,planning to expand my small business and buy new equipment,0
61,74991.0,Salaried,Graduate,114148,,want to pay off medical bills after a family emergency,0
61,29123.0,Salaried,Not Graduate,474880,396.0,purchasing new machinery for my shop,0
47,120121.0,Business,Graduate,279617,775.0,looking to consolidate credit card debt into one payment,0
28,137036.0,Salaried,Graduate,165441,383.0,starting a small business selling handmade crafts,0
27,109431.0,Self-Employed,Graduate,142633,626.0,purchasing new machinery for my shop,0
33,131852.0,Salaried,Not Graduate,284083,391.0,emergency funds needed for unexpected medical procedure,1
46,131261.0,Business,Not Graduate,7521,498.0,I need this loan to renovate my home and fix the roof,0
27,122743.0,Self-Employed,Graduate,132406,662.0,funding for my daughter wedding expenses,0
41,82888.0,Business,Graduate,86877,849.0,funding for my daughter wedding expenses,0
26,28481.0,Salaried,Graduate,311955,845.0,looking to consolidate credit card debt into one payment,0
44,15438.0,Salaried,Graduate,336265,792.0,want to pay off medical bills after a family emergency,0
21,42593.0,Self-Employed,Graduate,236185,429.0,starting a small business selling handmade crafts,0
52,73188.0,Salaried,Not Graduate,74314,351.0,funding for my daughter wedding expenses,0
23,,Salaried,Graduate,188460,798.0,looking to consolidate credit card debt into one payment,0
29,76533.0,Salaried,Not Graduate,422235,807.0,funding for my daughter wedding expenses,1
28,18123.0,Business,Graduate,105826,453.0,funding for my daughter wedding expenses,0
57,43396.0,Self-Employed,Graduate,85866,310.0,want to pay off medical bills after a family emergency,1
23,147195.0,Self-Employed,Graduate,60203,656.0,buying a new car for daily commute,0
39,148383.0,Self-Employed,Graduate,409273,341.0,purchasing new machinery for my shop,1
47,65914.0,Salaried,Not Graduate,64340,322.0,starting a small business selling handmade crafts,0
43,123673.0,Salaried,Not Graduate,292901,815.0,emergency funds needed for unexpected medical procedure,0
50,112107.0,Salaried,Not Graduate,499524,572.0,purchasing new machinery for my shop,0
56,140721.0,Self-Employed,Graduate,322696,361.0,emergency funds needed for unexpected medical procedure,0
38,134822.0,Salaried,Not Graduate,209093,660.0,want to pay off medical bills after a family emergency,0
57,99880.0,Business,Graduate,107379,503.0,funding for my daughter wedding expenses,0
34,,Business,Not Graduate,5955,594.0,buying a new car for daily commute,0
64,99598.0,Salaried,Graduate,82003,794.0,buying a new car for daily commute,0
43,58082.0,Self-Employed,Graduate,476699,430.0,planning to expand my small business and buy new equipment,0
53,61992.0,Salaried,Graduate,76083,,planning to expand my small business and buy new equipment,0
59,97180.0,Business,Graduate,14890,755.0,funding for my daughter wedding expenses,0
55,92138.0,Business,Graduate,408955,533.0,traveling abroad for higher education,0
58,93433.0,Business,Not Graduate,212200,833.0,home renovation and repair work needed urgently,0
44,66931.0,Salaried,Not Graduate,181713,546.0,traveling abroad for higher education,1
22,70233.0,Salaried,Not Graduate,360151,552.0,want to pay off medical bills after a family emergency,0
42,16375.0,Salaried,Graduate,263899,786.0,funding for my daughter wedding expenses,0
28,96239.0,Salaried,Graduate,457726,649.0,starting a small business selling handmade crafts,0
60,92730.0,Salaried,Graduate,236461,777.0,buying a new car for daily commute,0
31,141276.0,Salaried,Graduate,357878,734.0,buying a new car for daily commute,0
31,83077.0,Business,Graduate,440037,691.0,funding for my daughter wedding expenses,0
31,78131.0,Salaried,Graduate,234494,432.0,I need this loan to renovate my home and fix the roof,0
49,24137.0,Salaried,Graduate,145719,,traveling abroad for higher education,0
46,41560.0,Business,Graduate,487348,775.0,purchasing new machinery for my shop,0
62,60635.0,Self-Employed,Graduate,117262,638.0,I need this loan to renovate my home and fix the roof,0
39,65922.0,Self-Employed,Not Graduate,24463,454.0,funding for my daughter wedding expenses,0
33,63962.0,Self-Employed,Graduate,291185,480.0,starting a small business selling handmade crafts,0
23,68204.0,Business,Not Graduate,493511,726.0,debt consolidation to reduce monthly payments,1
21,118803.0,Self-Employed,Graduate,47786,398.0,purchasing new machinery for my shop,0
37,32699.0,Salaried,Not Graduate,425448,361.0,funding for my daughter wedding expenses,0
61,59855.0,Self-Employed,Not Graduate,416064,720.0,home renovation and repair work needed urgently,0
44,36987.0,Salaried,Not Graduate,464820,458.0,purchasing new machinery for my shop,1
60,56552.0,Salaried,Not Graduate,213673,720.0,debt consolidation to reduce monthly payments,0
25,107415.0,Salaried,Not Graduate,131112,593.0,looking to consolidate credit card debt into one payment,0
25,21313.0,Salaried,Graduate,258510,848.0,debt consolidation to reduce monthly payments,0
57,60829.0,Self-Employed,Graduate,75516,588.0,funding for my daughter wedding expenses,0
25,18197.0,Salaried,Graduate,422210,777.0,I need this loan to renovate my home and fix the roof,0
23,143911.0,Salaried,Graduate,333341,767.0,debt consolidation to reduce monthly payments,0
38,113179.0,Salaried,Graduate,244246,416.0,traveling abroad for higher education,1
61,47885.0,Business,Graduate,260350,847.0,funding for my daughter wedding expenses,0
51,41756.0,Salaried,Graduate,357500,710.0,buying a new car for daily commute,1
25,28354.0,Self-Employed,Graduate,263968,358.0,funding for my daughter wedding expenses,0
57,78838.0,Business,Graduate,420704,303.0,planning to expand my small business and buy new equipment,1
58,116723.0,Salaried,Graduate,462686,,purchasing new machinery for my shop,1
56,93868.0,Self-Employed,Not Graduate,475146,308.0,I need this loan to renovate my home and fix the roof,1
60,133939.0,Salaried,Not Graduate,311940,496.0,starting a small business selling handmade crafts,0
31,61415.0,Salaried,Graduate,372562,847.0,I need this loan to renovate my home and fix the roof,0
64,52545.0,Self-Employed,Graduate,158976,563.0,home renovation and repair work needed urgently,0
35,79536.0,Business,Graduate,23867,313.0,traveling abroad for higher education,0
56,42281.0,Salaried,Graduate,203032,571.0,emergency funds needed for unexpected medical procedure,0
46,146712.0,Self-Employed,Not Graduate,436496,420.0,emergency funds needed for unexpected medical procedure,0
55,40078.0,Salaried,Graduate,71080,,debt consolidation to reduce monthly payments,0
48,79647.0,Self-Employed,Not Graduate,275127,349.0,purchasing new machinery for my shop,0
49,85471.0,Self-Employed,Graduate,100195,723.0,traveling abroad for higher education,0
48,22701.0,Self-Employed,Not Graduate,217489,545.0,want to pay off medical bills after a family emergency,0
55,78236.0,Self-Employed,Graduate,75958,310.0,starting a small business selling handmade crafts,0
53,76384.0,Salaried,Graduate,368698,670.0,debt consolidation to reduce monthly payments,0
26,50024.0,Self-Employed,Not Graduate,406094,550.0,looking to consolidate credit card debt into one payment,0
57,32275.0,Self-Employed,Graduate,380385,724.0,home renovation and repair work needed urgently,0
44,21098.0,Self-Employed,Not Graduate,353912,639.0,I need this loan to renovate my home and fix the roof,1
35,16158.0,Salaried,Graduate,121400,732.0,traveling abroad for higher education,0
43,80001.0,Salaried,Graduate,267520,553.0,emergency funds needed for unexpected medical procedure,0
63,27128.0,Salaried,Graduate,56868,304.0,home renovation and repair work needed urgently,0
58,144509.0,Salaried,Not Graduate,190312,371.0,debt consolidation to reduce monthly payments,0
57,48040.0,Salaried,Graduate,255378,552.0,want to pay off medical bills after a family emergency,0
41,103090.0,Salaried,Not Graduate,335904,518.0,buying a new car for daily commute,0
55,105920.0,Self-Employed,Not Graduate,52917,736.0,traveling abroad for higher education,0
37,81893.0,Salaried,Not Graduate,407388,526.0,planning to expand my small business and buy new equipment,1
51,134287.0,Business,Graduate,232157,773.0,debt consolidation to reduce monthly payments,0
49,29943.0,Salaried,Not Graduate,441210,403.0,looking to consolidate credit card debt into one payment,0
31,46594.0,Self-Employed,Not Graduate,266100,511.0,starting a small business selling handmade crafts,0
32,49078.0,Salaried,Graduate,275773,715.0,starting a small business selling handmade crafts,1
23,33280.0,Salaried,Graduate,347832,368.0,home renovation and repair work needed urgently,0
27,54794.0,Self-Employed,Graduate,410843,476.0,traveling abroad for higher education,0
40,57212.0,Business,Graduate,83024,713.0,funding for my daughter wedding expenses,0
42,118248.0,Salaried,Not Graduate,258096,623.0,want to pay off medical bills after a family emergency,1
28,55719.0,Salaried,Graduate,19827,727.0,buying a new car for daily commute,0
39,133355.0,Self-Employed,Graduate,239892,583.0,emergency funds needed for unexpected medical procedure,1
47,119311.0,Self-Employed,Graduate,407689,772.0,debt consolidation to reduce monthly payments,0
31,136721.0,Salaried,Graduate,433388,782.0,debt consolidation to reduce monthly payments,0
35,29205.0,Salaried,Graduate,145342,836.0,funding for my daughter wedding expenses,0
37,147916.0,Salaried,Not Graduate,196255,367.0,purchasing new machinery for my shop,0
43,97884.0,Business,Graduate,278022,625.0,I need this loan to renovate my home and fix the roof,0
37,147619.0,Salaried,Graduate,200976,362.0,planning to expand my small business and buy new equipment,0
53,62903.0,Salaried,Not Graduate,93149,425.0,I need this loan to renovate my home and fix the roof,1
35,,Business,Graduate,155931,465.0,purchasing new machinery for my shop,0
40,94461.0,Salaried,Graduate,205008,655.0,want to pay off medical bills after a family emergency,0
37,24695.0,Salaried,Graduate,261757,537.0,emergency funds needed for unexpected medical procedure,0
29,70366.0,Salaried,Not Graduate,460762,775.0,debt consolidation to reduce monthly payments,0
51,33602.0,Salaried,Not Graduate,274700,464.0,debt consolidation to reduce monthly payments,0
31,142072.0,Salaried,Graduate,196622,639.0,purchasing new machinery for my shop,0
34,56102.0,Salaried,Graduate,331928,719.0,I need this loan to renovate my home and fix the roof,0
55,45018.0,Self-Employed,Graduate,387662,839.0,funding for my daughter wedding expenses,0
62,89641.0,Self-Employed,Graduate,218098,,starting a small business selling handmade crafts,1
50,72396.0,Salaried,Graduate,247186,703.0,home renovation and repair work needed urgently,0
61,28092.0,Self-Employed,Not Graduate,112829,346.0,emergency funds needed for unexpected medical procedure,1
58,125226.0,Salaried,Not Graduate,433069,598.0,starting a small business selling handmade crafts,0
42,129182.0,Business,Graduate,434086,527.0,looking to consolidate credit card debt into one payment,0
54,115299.0,Salaried,Not Graduate,91580,827.0,planning to expand my small business and buy new equipment,0
35,98262.0,Self-Employed,Not Graduate,176270,725.0,buying a new car for daily commute,0
41,69345.0,Salaried,Graduate,139614,809.0,looking to consolidate credit card debt into one payment,0
44,88219.0,Self-Employed,Graduate,461856,767.0,starting a small business selling handmade crafts,1
63,85334.0,Salaried,Not Graduate,37286,525.0,debt consolidation to reduce monthly payments,0
58,37317.0,Self-Employed,Graduate,107639,703.0,starting a small business selling handmade crafts,0
42,26044.0,Salaried,Not Graduate,160879,316.0,starting a small business selling handmade crafts,0
49,49189.0,Business,Graduate,282228,606.0,I need this loan to renovate my home and fix the roof,0
29,76335.0,Salaried,Graduate,128244,326.0,emergency funds needed for unexpected medical procedure,0
56,36642.0,Self-Employed,Not Graduate,270624,698.0,buying a new car for daily commute,0
45,29400.0,Business,Graduate,374877,831.0,planning to expand my small business and buy new equipment,0
44,130010.0,Business,Graduate,415180,674.0,want to pay off medical bills after a family emergency,1
54,65624.0,Salaried,Graduate,54035,761.0,debt consolidation to reduce monthly payments,0
48,93870.0,Salaried,Graduate,73731,428.0,purchasing new machinery for my shop,0
24,85743.0,Salaried,Graduate,52120,846.0,starting a small business selling handmade crafts,0
33,114242.0,Salaried,Graduate,455418,602.0,purchasing new machinery for my shop,0
28,114874.0,Self-Employed,Graduate,327788,670.0,want to pay off medical bills after a family emergency,0
53,54964.0,Business,Graduate,268056,723.0,looking to consolidate credit card debt into one payment,0
22,129467.0,Business,Graduate,396501,651.0,purchasing new machinery for my shop,0
29,65119.0,Salaried,Not Graduate,295124,474.0,want to pay off medical bills after a family emergency,0
47,127752.0,Self-Employed,Graduate,121549,636.0,emergency funds needed for unexpected medical procedure,0
51,69655.0,Business,Graduate,257532,659.0,want to pay off medical bills after a family emergency,0
43,29984.0,Business,Graduate,353089,771.0,looking to consolidate credit card debt into one payment,0
58,117602.0,Salaried,Graduate,22832,564.0,buying a new car for daily commute,0
61,19071.0,Salaried,Not Graduate,305135,575.0,funding for my daughter wedding expenses,0
26,119267.0,Business,Graduate,251059,576.0,traveling abroad for higher education,0
62,20826.0,Salaried,Graduate,39405,362.0,purchasing new machinery for my shop,0
48,42919.0,Salaried,Not Graduate,135457,349.0,starting a small business selling handmade crafts,0
